ID,Authors,Year,Year_numeric,Decade,Title,Search engine,Classification,Problem_statement,Research_gap,Contribution,Method,Method_clean,Method_category,Method_detail,Study region,Study_region_clean,Study_region_continent,Numerical water value,Has_water_value,DOI,Extraction_source,Notes
1-385,"Ilak, P.; Krajcar, S.; Rajšl, I.; Delimar, M.",2014,2014,2010–2014,Pricing Energy and Ancillary Services in a Day-Ahead Market for a Price-Taker Hydro Generating Company Using a Risk-Constrained Approach,Scopus,A,"Price-taker hydro companies must redistribute available water to create bid curves that maximize profit while accounting for regulation capacity, spinning reserves, and financial loss risks.",The literature lacked a risk-constrained MILP approach that utilizes water shadow prices to price energy and ancillary services for price-taker companies facing multiple price scenarios. (inferred).,"A risk-constrained approach using MILP and water shadow prices determines energy and ancillary service bids, demonstrating that reducing financial loss risks increases opportunity costs for hydro companies.",MILP,MILP,Optimization,MILP,,Not specified,Not specified,,False,10.3390/en7042317,"Intro, Conclusions",
1-386,"Zhang, H.; Zhao, H.; Xiong, J.; Xu, P.; Zhang, K.; Dai, Y.; Zhang, H.; Zhang, J.; Gao, T.",2021,2021,2020–2025,Design of Trans-Provincial Power Spot Trading Mechanism and Provincial Power Allocation System,Scopus,A,,,,Not available,Not available,Not available,Not available,,Not specified,Not specified,,False,10.1109/DTPI55838.2022.9998929,,
1-387,"Pérez-Díaz, J. I.; Guisández, I.; Chazarra, M.; Helseth, A.",2020,2020,2020–2025,Medium-term scheduling of a hydropower plant participating as a price-maker in the automatic frequency restoration reserve market,Scopus,A,Hydropower plants acting as price-makers must optimally schedule generation and reserve capacity while managing non-convex system characteristics and multi-market interactions over the medium term.,Scheduling tools lacked a MIQP/MILP formulation that benchmarks state-of-the-art linear models against price-maker behavior in both the day-ahead electricity and automatic frequency restoration reserve markets. (inferred).,"A medium-term scheduling model for price-maker plants integrates day-ahead and frequency restoration markets, using MIQP to quantify approximation errors in traditional linear models.",MILP,MILP,Optimization,MILP,,Not specified,Not specified,,False,10.1016/j.epsr.2020.106399,"Intro, Conclusions",
1-388,"Aaslid, P.; Skjelbred, H. I.; Bale, S. S.",2019,2019,2015–2019,Modelling Tunnel Network Flow and Minimum Pressure Height in Short-Term Hydropower Scheduling,Scopus,G,,,,0,Not available,Not available,Not available,,Not specified,Not specified,Yes,True,10.1007/978-3-030-03311-8_8,,
1-389,"Loschenbrand, M.; Korpas, M.",2019,2019,2015–2019,Multiple Nash Equilibria in Electricity Markets With Price-Making Hydrothermal Producers,Scopus,D,Integrating fluctuating renewables and storage facilities makes traditional market models unfit to handle the resulting complex generation portfolio changes.,Deriving a single equilibrium tuple for binary scheduling problems gives an incorrect perspective on the existing array of equally viable equilibria.,A computationally efficient algorithm uses the Nikaido-Isoda function and dynamic cutting rules to map multiple Nash equilibria in electricity markets.,Other,Other,Other,Other,,Not specified,Not specified,,False,10.1109/TPWRS.2018.2858574,"Abstract, Intro",
1-390,"Jenkins, B.",2015,2015,2015–2019,New Zealand Water Pricing,Scopus,G,,,,Review,Other,Review/Theoretical,Review,,Not specified,Not specified,,False,10.1007/978-3-319-16465-6_14,,
1-391,"Graabak, I.; Jaehnert, S.; Korpås, M.; Mo, B.",2019,2019,2015–2019,Norway as a Battery for the Future European Power System – Comparison of Two Different Methodological Approaches,Scopus,A,,,,SDP,SDP,Optimization,SDP,,Not specified,Not specified,,False,10.1007/978-3-030-03311-8_10,,
1-393,"Helseth, A.; Fodstad, M.; Mo, B.",2016,2016,2015–2019,Optimal Medium-Term Hydropower Scheduling Considering Energy and Reserve Capacity Markets,Scopus,A,Selling both energy and spinning reserve capacity requires decomposing multi-week optimization problems into manageable stages while accurately representing time-couplings and stochastic dual price nodes.,Decomposed models lacked a Benders decomposition approach that effectively averages coefficients over inflow samples to construct cuts for both energy volume and reserved capacity states. (inferred).,A decomposed optimization model uses Benders cuts to optimize weekly hydropower sales of energy and spinning reserve capacity across stochastic inflow and price scenarios over a planning horizon.,SDP,SDP,Optimization,SDP,,Not specified,Not specified,Yes,True,10.1109/TSTE.2015.2509447,"Intro, Sec 3",
1-394,"Riddervold, H. O.; Skjelbred, H. I.; Kong, J.; Elvetun, O. L.; Korpås, M.",2019,2019,2015–2019,Optimal Pricing of Production Changes in Cascaded River Systems with Limited Storage,Scopus,B,,,,MILP,MILP,Optimization,MILP,,Not specified,Not specified,,False,10.1007/978-3-030-03311-8_7,,
1-397,"Mahakalanda, I.; Dye, S.; Read, E. G.; Starkey, S. R.",2013,2013,2010–2014,Representing flow mixing demands in a multi-nodal CDDP model of a mixed used catchment,Scopus,H,"Managing river catchments with competing hydropower, irrigation, and thermal power plant cooling requirements requires regulating releases to manage downstream water temperature levels for ecosystems.",Standard hydro-reservoir optimization models impose hard constraints to satisfy consumptive demands but lack a multi-nodal approach to handle uses with complex water-mixing requirements.,"A deterministic multi-node stochastic dynamic programming (then ""SDP"") algorithm constructs demand curves for release to efficiently allocate water in catchments with mixing and temperature constraints.",Other,Other,Other,Other,,Not specified,Not specified,,False,10.36334/modsim.2013.L16.mahakalanda,"Abstract, Intro, Conclusions",
1-398,"Guisández, I.; Pérez-Díaz, J. I.; Nowak, W.; Haas, J.",2020,2020,2020–2025,Should environmental constraints be considered in linear programming based water value calculators?,Scopus,A,"Hydropower plants face increasing complexity from environmental constraints like maximum ramping rates and minimum flows, which significantly impact operational flexibility and long-term scheduling profitability.",Scientific literature lacked a comprehensive study on the joint effects of environmental constraints when determining the water value for use in subsequent short-term scheduling simulations. (inferred).,A methodology using an SDP-based water value calculator and a scheduling simulator demonstrates that including ramping and flow constraints in water value calculations improves total operational profits.,LP,LP,Optimization,LP,,Not specified,Not specified,,False,10.1016/j.ijepes.2019.105662,"Intro, Conclusions",
1-399,Xu G.; Sun H.,2014,2014,2010–2014,Study on load distribution model and optimal operation strategy for cascade hydropower stations in market conditions,Scopus,B,,,,Not available,Not available,Not available,Not available,,Not specified,Not specified,,False,,,
1-400,"Jahns, C.; Podewski, C.; Weber, C.",2020,2020,2020–2025,Supply curves for hydro reservoirs – Estimation and usage in large-scale electricity market models,Scopus,C,Large-scale electricity market models require an adequate representation of hydropower reservoirs to accurately answer research questions without suffering from the curse of dimensionality.,Previous models lack empirically validated supply curves for hydro reservoirs that can be implemented in fundamental models without exorbitantly increasing calculation time.,"An econometric approach estimates validated supply curves for Norwegian hydro reservoirs, which are then integrated into the Joint Market Model for realistic simulation.",Other,Other,Other,Other,,Not specified,Not specified,,False,10.1016/j.eneco.2020.104696,"Intro, Conclusion",
1-401,"Guisández, I.; Pérez-Díaz, J.; Wilhelmi, J.",2016,2016,2015–2019,The Influence of Environmental Constraints on the Water Value,Scopus,B,The establishment of seasonal minimum flows and flow ramping rates to ensure environmental sustainability alters the operational value of stored water resources.,Quantitative analysis of how seasonal minimum flows specifically interact with and counteract the economic effects of ramping rates on water value was missing.,"An optimization model using stochastic dynamic programming (then ""SDP"") identifies that minimum flows increase water value during wet seasons while ramping rates decrease it.",SDP,SDP,Optimization,SDP,,Not specified,Not specified,Yes,True,10.3390/en9060446,"Abstract, Intro, Conclusions",
1-405,"Skjelbred, H. I.; Kong, J.",2019,2019,2015–2019,A comparison of linear interpolation and spline interpolation for turbine efficiency curves in short-term hydropower scheduling problems,Scopus,R,"Short-term hydropower scheduling requires a precise representation of the generating unit's production function, which is a nonlinear function of net head and discharge.","Actual turbine efficiency values for working points are usually linearly interpolated from Hill charts, which can lead to significant errors in power output calculations (inferred).",A comparative study demonstrates that spline interpolation provides a more accurate prediction of turbine efficiency between measured points than linear interpolation for day-ahead scheduling.,,Not available,Not available,Not available,,Not specified,Not specified,,False,10.1088/1755-1315/240/4/042011,"Intro, Numerical Results, Conclusions",
